train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
0.041, 98.572, 0.526, 89.040, 15.06, 1.56
0.041, 98.634, 0.511, 89.340, 15.06, 1.52
0.041, 98.608, 0.484, 89.640, 15.12, 1.46
0.038, 98.676, 0.476, 89.360, 15.26, 1.49
0.044, 98.486, 0.536, 89.100, 15.28, 1.56
0.038, 98.700, 0.512, 89.120, 15.36, 1.56
0.037, 98.794, 0.497, 89.520, 15.40, 1.52
0.035, 98.814, 0.513, 89.480, 15.51, 1.56
0.037, 98.756, 0.490, 89.720, 15.52, 1.62
0.035, 98.784, 0.507, 89.530, 15.52, 1.60
0.037, 98.714, 0.542, 89.000, 15.53, 1.52
0.039, 98.628, 0.521, 89.220, 15.55, 1.52
0.034, 98.806, 0.484, 89.920, 15.54, 1.61
0.034, 98.802, 0.515, 89.570, 15.56, 1.56
0.032, 98.912, 0.497, 89.740, 15.58, 1.60
0.033, 98.810, 0.508, 89.910, 15.59, 1.56
0.033, 98.796, 0.511, 89.600, 15.68, 1.61
0.029, 99.010, 0.529, 89.240, 15.66, 1.54
0.032, 98.910, 0.517, 89.630, 15.49, 1.51
0.030, 98.978, 0.505, 89.650, 15.48, 1.54
0.029, 99.016, 0.539, 89.330, 15.53, 1.59
0.031, 98.956, 0.529, 89.570, 15.44, 1.45
0.029, 99.050, 0.524, 89.580, 15.59, 1.50
0.029, 98.970, 0.501, 90.050, 15.58, 1.64
0.031, 98.912, 0.599, 88.750, 15.62, 1.60
0.028, 99.050, 0.506, 89.730, 15.54, 1.44
0.028, 99.062, 0.535, 89.730, 15.59, 1.59
0.028, 99.024, 0.512, 89.990, 15.56, 1.60
0.026, 99.106, 0.521, 89.600, 15.47, 1.50
0.027, 99.098, 0.519, 89.900, 15.54, 1.50
0.026, 99.126, 0.603, 88.950, 15.55, 1.52
0.028, 99.026, 0.548, 89.520, 15.55, 1.58
0.024, 99.208, 0.524, 89.740, 15.48, 1.55
0.027, 99.088, 0.536, 89.570, 15.48, 1.57
0.025, 99.138, 0.524, 89.920, 15.48, 1.51
0.024, 99.196, 0.533, 89.870, 15.53, 1.59
0.025, 99.108, 0.534, 89.790, 15.46, 1.53
0.026, 99.088, 0.551, 89.710, 15.51, 1.56
0.027, 99.062, 0.527, 90.000, 15.25, 1.59
0.025, 99.122, 0.523, 89.860, 14.99, 1.57
0.024, 99.200, 0.514, 90.090, 14.89, 1.67
0.025, 99.158, 0.534, 89.700, 14.89, 1.61
0.024, 99.198, 0.525, 89.970, 14.83, 1.48
0.022, 99.244, 0.536, 90.010, 14.79, 1.57
0.022, 99.200, 0.510, 90.010, 14.81, 1.52
0.021, 99.314, 0.532, 89.560, 14.80, 1.58
0.022, 99.260, 0.530, 89.650, 14.83, 1.53
0.023, 99.184, 0.545, 89.880, 14.83, 1.57
0.020, 99.288, 0.549, 89.680, 14.79, 1.56
0.019, 99.364, 0.578, 89.640, 14.81, 1.49
0.020, 99.338, 0.554, 89.880, 14.80, 1.55
0.022, 99.228, 0.512, 90.300, 14.81, 1.52
0.019, 99.346, 0.525, 90.150, 14.78, 1.50
0.019, 99.394, 0.536, 89.890, 14.84, 1.49
0.018, 99.350, 0.549, 89.500, 14.81, 1.62
0.022, 99.254, 0.534, 89.990, 14.77, 1.56
0.021, 99.316, 0.564, 89.760, 14.83, 1.42
0.020, 99.282, 0.540, 90.070, 14.83, 1.57
0.019, 99.330, 0.523, 89.820, 14.78, 1.43
0.020, 99.342, 0.558, 89.340, 14.83, 1.57
0.020, 99.386, 0.531, 90.180, 14.86, 1.60
0.016, 99.452, 0.524, 90.050, 14.99, 1.47
0.015, 99.490, 0.550, 89.680, 14.98, 1.56
0.017, 99.434, 0.545, 89.950, 14.99, 1.42
0.018, 99.356, 0.528, 89.950, 15.15, 1.57
0.015, 99.510, 0.523, 90.250, 15.16, 1.61
0.017, 99.394, 0.553, 89.840, 15.04, 1.58
0.020, 99.292, 0.550, 89.970, 14.90, 1.51
0.019, 99.330, 0.581, 89.670, 14.89, 1.52
0.016, 99.488, 0.532, 89.820, 14.81, 1.63
0.018, 99.396, 0.555, 89.610, 14.82, 1.55
0.018, 99.420, 0.558, 89.840, 14.79, 1.53
0.016, 99.470, 0.544, 90.070, 14.78, 1.55
0.017, 99.440, 0.543, 90.320, 14.82, 1.61
0.015, 99.462, 0.529, 90.390, 14.82, 1.61
0.016, 99.474, 0.551, 90.180, 14.90, 1.52
0.017, 99.420, 0.548, 90.150, 14.83, 1.54
0.016, 99.464, 0.542, 90.160, 14.80, 1.61
0.017, 99.448, 0.535, 90.380, 14.92, 1.60
0.012, 99.628, 0.531, 90.290, 14.84, 1.58
0.016, 99.478, 0.548, 90.360, 14.94, 1.59
0.016, 99.472, 0.574, 90.140, 14.83, 1.64
0.015, 99.554, 0.559, 89.760, 14.91, 1.63
0.012, 99.576, 0.544, 90.150, 14.82, 1.54
0.015, 99.498, 0.546, 90.190, 14.80, 1.48
0.014, 99.506, 0.548, 90.110, 14.77, 1.46
0.015, 99.522, 0.534, 90.340, 14.82, 1.63
0.015, 99.508, 0.557, 90.150, 14.78, 1.61
0.014, 99.548, 0.552, 90.240, 14.81, 1.54
0.014, 99.568, 0.556, 90.190, 14.89, 1.61
0.014, 99.562, 0.552, 90.010, 14.86, 1.51
0.013, 99.560, 0.566, 90.130, 14.79, 1.55
