train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
49692384955.941, 9.958, 7.371, 10.000, 16.02, 1.64
131.897, 9.874, 13.897, 10.000, 14.58, 1.58
258.229, 9.940, 9.812, 10.000, 14.65, 1.53
11.863, 9.994, 13.203, 10.000, 14.77, 1.48
10.963, 9.922, 15.896, 10.000, 14.77, 1.50
10.554, 10.026, 10.158, 10.000, 14.76, 1.54
10.851, 9.970, 10.204, 10.000, 14.89, 1.45
10.942, 9.898, 10.331, 10.000, 14.94, 1.59
11.871, 9.936, 16.441, 10.000, 15.00, 1.57
10.525, 10.150, 9.510, 10.000, 15.09, 1.56
9.753, 10.086, 11.502, 10.000, 15.12, 1.46
9.187, 10.048, 12.173, 10.000, 15.13, 1.51
10.805, 10.008, 15.880, 10.000, 15.08, 1.48
9.853, 9.838, 12.544, 10.000, 15.18, 1.52
10.029, 9.986, 10.984, 10.000, 15.21, 1.56
11.957, 10.008, 8.148, 10.000, 15.19, 1.60
10.451, 10.028, 14.058, 10.000, 15.21, 1.50
11.580, 10.232, 10.805, 10.000, 15.17, 1.54
10.476, 9.856, 13.824, 10.000, 15.20, 1.52
10.981, 10.084, 11.674, 10.000, 15.20, 1.52
10.799, 9.956, 11.602, 10.000, 15.25, 1.58
11.447, 10.022, 13.556, 10.000, 15.17, 1.52
11.444, 9.992, 14.109, 10.000, 15.23, 1.46
12.625, 9.850, 12.472, 10.000, 15.25, 1.51
11.471, 9.882, 11.625, 10.000, 15.02, 1.52
10.489, 10.038, 12.871, 10.000, 14.82, 1.55
11.284, 10.248, 14.714, 10.000, 14.66, 1.55
12.133, 9.882, 9.354, 10.000, 14.58, 1.60
9.648, 10.112, 12.187, 10.000, 14.55, 1.57
11.386, 10.022, 11.408, 10.000, 14.56, 1.50
11.533, 10.060, 11.951, 10.000, 14.62, 1.55
9.931, 10.156, 10.102, 10.000, 14.50, 1.48
10.453, 10.162, 9.032, 10.000, 14.57, 1.52
11.386, 9.978, 14.234, 10.000, 14.60, 1.55
12.012, 9.858, 10.249, 10.000, 14.58, 1.59
12.359, 10.092, 8.210, 10.000, 14.64, 1.60
10.102, 10.060, 9.306, 10.000, 14.64, 1.61
11.090, 10.096, 14.093, 10.000, 14.68, 1.53
9.695, 10.004, 4.707, 10.000, 14.61, 1.55
8.870, 10.044, 14.987, 10.000, 14.71, 1.51
11.479, 10.150, 7.802, 10.000, 14.74, 1.48
11.311, 9.940, 10.765, 10.000, 14.87, 1.60
12.768, 10.048, 7.854, 10.000, 14.84, 1.51
11.329, 9.936, 11.208, 10.000, 14.95, 1.60
9.573, 9.920, 5.759, 10.000, 14.79, 1.58
13.487, 9.826, 19.150, 10.000, 14.69, 1.54
10.813, 9.826, 17.609, 10.000, 14.62, 1.46
11.259, 9.884, 12.142, 10.000, 14.60, 1.57
11.071, 10.142, 7.685, 10.000, 14.61, 1.43
11.735, 10.216, 17.456, 10.000, 14.59, 1.44
11.321, 10.002, 11.517, 10.000, 14.54, 1.55
11.423, 10.134, 7.869, 10.000, 14.58, 1.54
10.093, 10.110, 7.759, 10.000, 14.57, 1.51
11.474, 10.288, 17.769, 10.000, 14.52, 1.62
11.586, 10.006, 11.556, 10.000, 14.54, 1.45
11.888, 10.060, 12.596, 10.000, 14.59, 1.61
11.078, 10.158, 9.685, 10.000, 14.65, 1.56
10.250, 10.028, 11.267, 10.000, 14.66, 1.55
11.168, 9.854, 8.385, 10.000, 14.65, 1.59
10.658, 9.788, 9.714, 10.000, 14.66, 1.50
12.495, 9.952, 8.363, 10.000, 14.85, 1.60
10.830, 10.032, 9.727, 10.000, 14.76, 1.57
11.109, 9.880, 9.949, 10.000, 14.85, 1.52
