train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
0.025, 99.140, 0.472, 91.110, 19.41, 2.43
0.026, 99.104, 0.496, 90.930, 20.20, 2.28
0.025, 99.154, 0.452, 91.280, 19.50, 2.32
0.025, 99.164, 0.476, 91.460, 19.54, 2.38
0.027, 99.068, 0.512, 90.790, 20.22, 2.33
0.026, 99.078, 0.455, 91.540, 19.87, 2.32
0.025, 99.134, 0.460, 91.620, 20.45, 2.38
0.023, 99.200, 0.485, 91.160, 19.70, 2.35
0.021, 99.284, 0.486, 91.410, 20.43, 2.34
0.019, 99.382, 0.494, 91.130, 19.57, 2.34
0.020, 99.330, 0.497, 91.330, 19.57, 2.39
0.022, 99.224, 0.486, 91.430, 20.69, 2.45
0.021, 99.270, 0.486, 91.630, 19.61, 2.34
0.021, 99.252, 0.475, 91.220, 20.76, 2.37
0.022, 99.294, 0.484, 91.400, 19.87, 2.39
0.023, 99.216, 0.472, 91.550, 21.03, 2.49
0.023, 99.258, 0.483, 91.550, 19.70, 2.37
0.019, 99.374, 0.480, 91.580, 20.04, 2.95
0.018, 99.434, 0.480, 91.670, 20.22, 2.40
