train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
0.061, 97.896, 0.365, 91.420, 26.50, 1.74
0.058, 97.998, 0.362, 91.040, 26.36, 1.59
0.056, 98.072, 0.372, 91.180, 26.81, 1.62
0.057, 97.990, 0.385, 90.700, 26.63, 1.57
0.060, 97.886, 0.404, 90.800, 26.86, 1.63
0.054, 98.134, 0.387, 90.920, 26.13, 1.60
0.055, 98.098, 0.396, 90.930, 26.86, 1.62
0.055, 98.070, 0.385, 91.080, 26.76, 1.70
0.052, 98.160, 0.385, 91.290, 26.95, 1.67
0.051, 98.244, 0.406, 90.940, 26.94, 1.62
0.048, 98.352, 0.394, 91.340, 26.78, 1.62
0.047, 98.418, 0.374, 91.330, 26.71, 1.53
0.048, 98.348, 0.392, 91.050, 26.50, 1.55
0.045, 98.426, 0.404, 90.930, 26.30, 1.56
0.047, 98.270, 0.397, 91.200, 26.38, 1.57
0.046, 98.404, 0.385, 91.220, 26.28, 1.65
0.046, 98.418, 0.388, 91.330, 26.56, 1.56
0.041, 98.534, 0.393, 91.280, 26.70, 1.63
0.040, 98.622, 0.366, 91.510, 26.11, 1.70
0.041, 98.624, 0.390, 91.430, 26.55, 1.51
0.036, 98.730, 0.434, 90.620, 26.59, 1.62
0.042, 98.524, 0.414, 91.050, 25.89, 1.52
0.040, 98.572, 0.432, 91.220, 26.74, 1.58
0.037, 98.734, 0.432, 91.000, 26.20, 1.64
0.039, 98.650, 0.400, 91.360, 26.64, 1.52
0.037, 98.730, 0.397, 91.210, 26.43, 1.53
0.036, 98.742, 0.410, 91.250, 26.48, 1.65
0.034, 98.858, 0.409, 91.250, 27.19, 1.61
0.035, 98.806, 0.402, 91.770, 26.68, 1.53
0.033, 98.888, 0.420, 91.220, 26.59, 1.61
0.038, 98.742, 0.414, 91.270, 26.59, 1.71
0.038, 98.634, 0.415, 91.370, 26.92, 1.60
0.032, 98.920, 0.397, 91.730, 26.90, 1.63
0.033, 98.808, 0.415, 91.230, 26.15, 1.65
0.032, 98.896, 0.407, 91.280, 26.88, 1.57
0.032, 98.932, 0.395, 91.620, 26.55, 1.51
0.030, 98.976, 0.405, 91.500, 26.13, 1.58
0.031, 98.920, 0.409, 91.400, 26.45, 1.63
0.031, 98.914, 0.411, 91.420, 26.02, 1.54
0.031, 98.902, 0.415, 91.400, 26.43, 1.53
0.028, 99.048, 0.409, 91.800, 26.24, 1.51
0.026, 99.116, 0.427, 91.250, 26.51, 1.50
0.027, 99.068, 0.417, 91.440, 26.85, 1.60
0.028, 99.016, 0.418, 91.510, 27.04, 1.56
0.027, 99.132, 0.406, 91.990, 26.44, 1.66
0.024, 99.148, 0.401, 91.590, 27.05, 1.61
0.027, 99.102, 0.399, 91.710, 26.77, 1.63
0.023, 99.204, 0.429, 91.490, 26.95, 1.59
0.025, 99.164, 0.441, 91.650, 26.44, 1.56
0.029, 98.994, 0.419, 91.870, 26.56, 1.59
0.025, 99.100, 0.409, 92.070, 27.32, 1.60
0.026, 99.082, 0.425, 91.430, 27.10, 1.55
0.026, 99.074, 0.415, 91.530, 26.59, 1.54
0.023, 99.226, 0.422, 91.570, 26.10, 1.57
0.023, 99.244, 0.437, 91.540, 26.38, 1.66
0.024, 99.182, 0.454, 91.200, 26.71, 1.60
0.022, 99.246, 0.408, 91.860, 26.58, 1.51
0.022, 99.254, 0.437, 91.410, 26.85, 1.59
0.022, 99.232, 0.427, 91.950, 26.94, 1.63
0.021, 99.252, 0.429, 91.520, 26.33, 1.70
0.022, 99.222, 0.433, 91.600, 26.48, 1.59
0.021, 99.246, 0.416, 91.980, 26.54, 1.61
0.021, 99.298, 0.410, 91.970, 27.34, 1.63
0.019, 99.352, 0.430, 91.490, 26.83, 1.66
0.021, 99.282, 0.429, 91.460, 26.53, 1.56
0.020, 99.284, 0.448, 91.630, 26.70, 1.55
0.019, 99.350, 0.420, 91.830, 26.54, 1.60
0.021, 99.312, 0.421, 91.940, 26.95, 1.54
0.021, 99.294, 0.439, 91.920, 26.28, 1.54
0.023, 99.222, 0.415, 91.830, 26.18, 1.59
