train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
0.082, 97.102, 0.385, 90.090, 18.28, 1.53
0.081, 97.110, 0.363, 90.530, 18.28, 1.51
0.073, 97.394, 0.391, 90.590, 18.27, 1.58
0.071, 97.492, 0.392, 90.840, 18.29, 1.64
0.067, 97.590, 0.370, 91.040, 18.09, 1.80
0.073, 97.478, 0.394, 90.290, 18.24, 1.63
0.065, 97.620, 0.403, 90.560, 18.24, 1.55
0.068, 97.608, 0.394, 90.560, 18.10, 1.48
0.065, 97.708, 0.417, 90.440, 17.94, 1.68
0.063, 97.778, 0.400, 90.560, 18.03, 1.68
0.060, 97.826, 0.399, 90.570, 18.08, 1.64
0.057, 98.002, 0.454, 90.020, 18.19, 1.62
0.057, 97.886, 0.421, 90.380, 18.16, 1.57
0.057, 97.960, 0.404, 90.710, 18.24, 1.64
0.050, 98.216, 0.410, 90.710, 18.04, 1.55
0.052, 98.152, 0.406, 90.920, 18.03, 1.64
0.054, 98.074, 0.422, 90.700, 18.15, 1.67
0.048, 98.292, 0.443, 90.550, 18.19, 1.67
0.049, 98.276, 0.430, 90.650, 17.97, 1.57
0.049, 98.278, 0.447, 90.400, 18.23, 1.56
0.047, 98.384, 0.402, 91.190, 18.19, 1.72
0.046, 98.350, 0.413, 91.090, 18.24, 1.55
0.045, 98.440, 0.407, 91.000, 18.22, 1.52
0.043, 98.460, 0.401, 91.160, 18.27, 1.56
0.039, 98.612, 0.435, 90.800, 18.11, 1.72
0.044, 98.480, 0.413, 91.030, 18.36, 1.65
0.039, 98.670, 0.431, 91.190, 18.33, 1.55
0.038, 98.696, 0.412, 91.300, 18.21, 1.62
0.038, 98.688, 0.426, 91.000, 18.10, 1.57
0.037, 98.696, 0.418, 91.250, 18.37, 1.57
0.038, 98.672, 0.430, 91.170, 18.22, 1.66
0.036, 98.734, 0.430, 91.310, 18.13, 1.66
0.036, 98.756, 0.449, 91.220, 18.33, 1.57
0.035, 98.776, 0.424, 91.420, 18.34, 1.68
0.034, 98.808, 0.434, 91.140, 18.01, 1.65
0.032, 98.850, 0.409, 91.430, 18.37, 1.72
0.032, 98.888, 0.443, 91.020, 18.19, 1.61
0.033, 98.830, 0.450, 91.030, 18.15, 1.60
0.030, 98.956, 0.436, 91.020, 18.38, 1.65
0.033, 98.866, 0.420, 91.300, 18.16, 1.70
0.030, 98.942, 0.412, 91.250, 18.26, 1.61
0.028, 98.972, 0.427, 91.380, 18.16, 1.61
0.030, 98.924, 0.425, 91.080, 18.22, 1.58
0.029, 98.942, 0.447, 91.210, 18.18, 1.57
0.031, 98.876, 0.451, 91.220, 18.17, 1.66
0.027, 99.052, 0.450, 91.190, 18.03, 1.67
0.029, 98.978, 0.487, 91.210, 18.08, 1.67
0.030, 98.918, 0.453, 91.080, 18.30, 1.63
0.029, 99.010, 0.442, 91.370, 18.31, 1.62
0.027, 99.120, 0.435, 91.700, 18.42, 1.60
0.023, 99.226, 0.434, 91.560, 18.17, 1.65
0.021, 99.272, 0.444, 91.410, 18.46, 1.56
0.027, 99.068, 0.452, 91.410, 18.43, 1.68
0.024, 99.180, 0.436, 91.720, 18.21, 1.63
0.025, 99.136, 0.443, 91.230, 18.51, 1.58
0.021, 99.264, 0.444, 91.580, 18.27, 1.56
0.025, 99.158, 0.424, 91.780, 18.32, 1.68
0.024, 99.098, 0.461, 91.100, 18.29, 1.55
0.024, 99.174, 0.442, 91.310, 18.31, 1.65
0.024, 99.152, 0.463, 91.220, 18.47, 1.65
0.021, 99.264, 0.432, 91.690, 18.43, 1.69
0.021, 99.300, 0.448, 91.780, 17.84, 1.62
0.021, 99.310, 0.441, 91.570, 18.30, 1.64
0.020, 99.322, 0.470, 91.530, 18.22, 1.68
0.018, 99.392, 0.429, 91.850, 18.23, 1.64
0.020, 99.342, 0.421, 91.880, 18.19, 1.70
0.023, 99.224, 0.503, 90.840, 18.31, 1.62
0.020, 99.324, 0.448, 91.650, 18.04, 1.56
0.019, 99.362, 0.460, 91.630, 18.32, 1.64
0.020, 99.322, 0.458, 91.650, 18.21, 1.54
0.018, 99.350, 0.444, 91.850, 18.33, 1.58
0.019, 99.350, 0.489, 91.310, 18.36, 1.65
0.018, 99.382, 0.445, 91.860, 18.19, 1.65
0.021, 99.262, 0.453, 91.850, 18.22, 1.56
0.020, 99.294, 0.465, 91.400, 18.08, 1.56
0.016, 99.466, 0.467, 91.800, 18.22, 1.60
0.016, 99.456, 0.466, 91.480, 18.38, 1.60
0.015, 99.488, 0.484, 91.470, 18.53, 1.64
0.015, 99.452, 0.473, 91.490, 18.17, 1.62
0.021, 99.262, 0.495, 91.050, 18.37, 1.62
0.019, 99.342, 0.465, 91.640, 18.26, 1.67
