train_avg_loss, train_acc, test_avg_loss, test_acc, train_time, test_time
0.187, 93.726, 0.456, 88.430, 16.03, 1.52
0.183, 93.876, 0.498, 87.150, 16.04, 1.57
0.186, 93.818, 0.432, 88.500, 16.01, 1.52
0.181, 93.916, 0.541, 85.970, 16.01, 1.61
0.180, 93.878, 0.543, 86.360, 15.96, 1.46
0.182, 93.958, 0.434, 88.360, 16.01, 1.50
0.181, 93.952, 0.476, 86.930, 16.00, 1.56
0.187, 93.878, 0.468, 87.390, 15.99, 1.47
0.180, 93.988, 0.442, 87.540, 15.99, 1.60
0.174, 94.170, 0.501, 86.730, 16.01, 1.46
0.177, 94.008, 0.456, 87.780, 15.98, 1.51
0.182, 94.090, 0.452, 87.340, 16.02, 1.49
0.178, 94.078, 0.427, 87.310, 15.98, 1.55
0.176, 94.106, 0.413, 88.380, 15.95, 1.59
0.181, 93.898, 0.474, 87.500, 15.91, 1.60
0.178, 93.974, 0.464, 88.190, 15.97, 1.50
0.169, 94.226, 0.402, 88.310, 15.98, 1.57
0.176, 94.238, 0.437, 88.350, 16.06, 1.43
0.177, 94.152, 0.403, 88.270, 16.05, 1.52
0.168, 94.416, 0.411, 88.810, 16.04, 1.52
0.166, 94.444, 0.410, 88.600, 16.02, 1.61
0.173, 94.208, 0.429, 87.770, 15.99, 1.51
0.171, 94.390, 0.414, 87.890, 15.97, 1.56
0.169, 94.312, 0.430, 87.780, 15.94, 1.49
0.168, 94.274, 0.461, 87.260, 15.94, 1.50
0.157, 94.886, 0.431, 88.970, 16.06, 1.70
0.166, 94.518, 0.457, 88.490, 16.03, 1.62
0.168, 94.438, 0.466, 87.620, 16.03, 1.51
0.169, 94.430, 0.525, 87.110, 15.99, 1.59
0.168, 94.434, 0.428, 87.510, 16.01, 1.62
0.168, 94.504, 0.459, 87.880, 15.96, 1.58
0.162, 94.616, 0.504, 87.640, 15.99, 1.56
0.162, 94.558, 0.483, 87.280, 16.05, 1.49
0.161, 94.510, 0.459, 88.130, 16.06, 1.61
0.164, 94.546, 0.416, 88.490, 16.01, 1.43
0.162, 94.658, 0.459, 87.870, 16.01, 1.48
0.162, 94.636, 0.437, 88.110, 15.59, 1.47
0.161, 94.608, 0.429, 88.000, 15.26, 1.59
0.164, 94.598, 0.518, 86.600, 15.21, 1.63
0.160, 94.626, 0.484, 88.100, 15.11, 1.59
0.161, 94.668, 0.413, 88.710, 15.06, 1.48
0.164, 94.530, 0.538, 86.870, 15.09, 1.58
0.160, 94.652, 0.434, 87.850, 15.05, 1.55
0.164, 94.500, 0.415, 89.320, 15.09, 1.57
0.158, 94.728, 0.458, 88.440, 15.05, 1.60
0.158, 94.646, 0.452, 87.670, 15.08, 1.54
0.163, 94.430, 0.498, 87.490, 15.16, 1.50
0.152, 94.906, 0.473, 87.990, 15.19, 1.51
0.150, 94.930, 0.529, 87.240, 15.21, 1.63
